Unnamed: 0,Unnamed: 1,2025년 4월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7858,3894,3964,7747,3846,3901,4218,111,48,63,91,40,51,20,8,12
태백동,3454,1720,1734,3440,1717,1723,1864,14,3,11,8,2,6,6,1,5
경화동,10432,5263,5169,10342,5218,5124,4530,90,45,45,59,32,27,31,13,18
병암동,6838,3365,3473,6782,3328,3454,3331,56,37,19,47,33,14,9,4,5
석동,17110,8842,8268,16859,8698,8161,7338,251,144,107,197,121,76,54,23,31
이동,8363,4473,3890,8216,4392,3824,4836,147,81,66,103,58,45,44,23,21
자은동,20114,10056,10058,19970,10005,9965,8824,144,51,93,106,36,70,38,15,23
덕산동,9195,4509,4686,9146,4490,4656,4087,49,19,30,35,13,22,14,6,8
풍호동,24751,12325,12426,24638,12271,12367,9146,113,54,59,93,46,47,20,8,12
웅천동,14443,7495,6948,13872,6997,6875,5817,571,498,73,535,481,54,36,17,19
웅동1동,8343,4578,3765,7569,3876,3693,3560,774,702,72,749,682,67,25,20,5
웅동2동,46620,25748,20872,43219,23642,19577,20610,3401,2106,1295,2641,1686,955,760,420,340
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
