Unnamed: 0,Unnamed: 1,2024년 6월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,195175,101107,94068,189647,97550,92097,85747,5528,3557,1971,4406,2961,1445,1122,596,526
충무동          ,16026,8285,7741,15756,8142,7614,7607,270,143,127,237,137,100,33,6,27
여좌동          ,8008,3959,4049,7901,3912,3989,4248,107,47,60,90,39,51,17,8,9
태백동          ,3541,1761,1780,3524,1757,1767,1894,17,4,13,12,3,9,5,1,4
경화동          ,10668,5386,5282,10581,5338,5243,4578,87,48,39,53,33,20,34,15,19
병암동          ,7040,3478,3562,6983,3442,3541,3381,57,36,21,43,28,15,14,8,6
석동            ,17355,8941,8414,17135,8822,8313,7371,220,119,101,163,93,70,57,26,31
이동            ,8503,4524,3979,8354,4440,3914,4859,149,84,65,101,58,43,48,26,22
자은동          ,20417,10191,10226,20273,10137,10136,8804,144,54,90,109,42,67,35,12,23
덕산동          ,9412,4644,4768,9366,4624,4742,4061,46,20,26,33,15,18,13,5,8
풍호동          ,25027,12479,12548,24908,12428,12480,9133,119,51,68,100,44,56,19,7,12
웅천동          ,14038,7242,6796,13558,6831,6727,5679,480,411,69,451,397,54,29,14,15
웅동1동         ,8446,4611,3835,7680,3923,3757,3569,766,688,78,736,665,71,30,23,7
웅동2동         ,46694,25606,21088,43628,23754,19874,20563,3066,1852,1214,2278,1407,871,788,445,343
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
