시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,동,매수자,매도자,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
경상남도 창원시 의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄1차,84.9867,202406,21,"26,500",9,2014,감계로 277,867.0,112,개인,개인,-,중개거래,경남 창원시 의창구,24.09.23,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202406,21,"34,562",8,2019,감계로 342,868.0,213동,개인,법인,-,직거래,-,24.07.11,아파트
경상남도 창원시 의창구 대산면 가술리,108-1,108,1,해강그린,84.36,202406,27,"8,350",6,1994,진산대로 437,837.0,-,개인,개인,-,중개거래,경남 창원시의창구,24.07.15,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,115.7299,202406,27,"125,000",33,2019,중동로 34,838.0,110동,개인,개인,-,중개거래,경남 창원시의창구,24.08.06,아파트
경상남도 창원시 의창구 소계동,719-8,719,8,서원천주빌라,40.5484,202406,26,"8,200",4,2003,소계로128번길 5,839.0,-,개인,개인,-,직거래,-,24.07.02,아파트
경상남도 창원시 의창구 북면 동전리,128,128,0,창원동전월드메르디앙,67.6322,202406,26,"16,150",4,2016,동전로224번길 3,840.0,105동,개인,법인,-,중개거래,경남 창원시의창구,24.07.30,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202406,25,"34,562",10,2019,감계로 342,841.0,209동,개인,법인,-,직거래,-,24.07.30,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202406,25,"34,568",17,2019,감계로 342,842.0,209동,개인,법인,-,직거래,-,24.08.20,아파트
경상남도 창원시 의창구 봉림동,715,715,0,엘에이치피닉스포레,84.92,202406,25,"41,300",8,2011,대봉로 27,843.0,307,개인,개인,-,중개거래,경남 창원시의창구,24.07.25,아파트
경상남도 창원시 의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,202406,25,"30,500",8,2014,동전로 86,844.0,114,개인,개인,-,중개거래,경남 창원시 의창구,24.09.06,아파트
경상남도 창원시 의창구 팔용동,124-1,124,1,극동,108.72,202406,24,"36,500",12,1994,팔용로 446,845.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,72.928,202406,24,"67,500",19,2019,중동로 78,846.0,405동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.26,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,72.8848,202406,24,"67,950",14,2019,중동로 33,847.0,204동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.27,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.6211,202406,24,"49,900",7,2020,창원대로397번길 11,848.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.08.09,아파트
경상남도 창원시 의창구 서상동,649,649,0,중동대동다숲,84.8736,202406,23,"34,000",4,2005,팔용로 512,849.0,106,개인,개인,-,중개거래,경남 창원시의창구,24.08.02,아파트
경상남도 창원시 의창구 소답동,105-1,105,1,송백해피빌,84.99,202406,23,"20,000",3,2003,의안로 50,850.0,-,개인,개인,-,중개거래,경남 창원시의창구,24.08.05,아파트
경상남도 창원시 의창구 동읍 무성리,152,152,0,우성전원,75.445,202406,22,"3,200",5,1991,무성길47번길 9,851.0,가,개인,개인,-,중개거래,경남 창원시성산구,24.07.05,아파트
경상남도 창원시 의창구 북면 신촌리,995-1,995,1,대호,59.65,202406,22,"7,700",11,1998,천주로 1053,852.0,101,개인,개인,-,중개거래,경남 창원시의창구,24.07.19,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,59.8956,202406,17,"25,659",4,2019,감계로 342,885.0,204동,개인,법인,-,직거래,-,24.08.01,아파트
경상남도 창원시 의창구 서상동,649,649,0,중동대동다숲,84.9338,202406,17,"40,500",13,2005,팔용로 512,886.0,109,개인,개인,-,중개거래,경남 창원시 의창구,24.09.20,아파트
경상남도 창원시 의창구 북면 신촌리,995-1,995,1,대호,59.83,202406,17,"5,200",6,1998,천주로 1053,887.0,103,개인,개인,-,중개거래,경남 창원시마산회원구,24.07.01,아파트
경상남도 창원시 의창구 소답동,505-4,505,4,세원,59.32,202406,17,"9,700",9,1995,의안로70번길 25,888.0,-,개인,개인,-,직거래,-,24.07.16,아파트
경상남도 창원시 의창구 팔용동,124-1,124,1,극동,49.905,202406,17,"15,200",2,1994,팔용로 446,889.0,106,개인,개인,-,중개거래,경남 창원시의창구,24.07.05,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,59.9622,202406,16,"56,500",13,2019,중동로 78,890.0,406동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.26,아파트
경상남도 창원시 의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,202406,16,"19,600",9,2018,무동서로 24,891.0,109동,개인,개인,-,중개거래,경남 창원시의창구,24.08.01,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8615,202406,16,"49,500",11,2020,창원대로397번길 11,892.0,101,개인,개인,-,중개거래,경남 창원시의창구,24.07.22,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,84.7886,202406,15,"74,800",4,2019,중동로 78,893.0,408동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.16,아파트
경상남도 창원시 의창구 도계동,415-1,415,1,유일파크,56.42,202406,15,"13,000",5,1993,도계두리길 214,894.0,-,개인,개인,-,중개거래,경남 창원시의창구,24.07.26,아파트
경상남도 창원시 의창구 동정동,277,277,0,흥한웰가,116.95,202406,15,"42,500",9,2004,천주로 33,895.0,105,개인,개인,-,중개거래,경남 창원시의창구,24.07.22,아파트
경상남도 창원시 의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,72.9942,202406,15,"24,250",24,2018,무동서로 24,896.0,103동,개인,개인,-,중개거래,경남 창원시의창구,24.07.31,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.6211,202406,15,"52,000",10,2020,창원대로397번길 11,897.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.08.16,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,84.3838,202406,15,"80,700",37,2019,중동로 34,898.0,112동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.29,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,59.9622,202406,15,"56,800",21,2019,중동로 77,899.0,302동,개인,개인,-,중개거래,경남 창원시의창구,24.07.19,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,59.9816,202406,14,"56,500",8,2019,중동로 34,900.0,106동,개인,개인,-,중개거래,경남 창원시의창구,24.06.25,아파트
경상남도 창원시 의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,84.9921,202406,29,"27,000",7,2018,무동서로 24,827.0,106동,개인,개인,-,중개거래,경남 창원시의창구,24.08.05,아파트
경상남도 창원시 의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,84.1129,202406,29,"37,000",16,2017,감계로 341,828.0,210,개인,개인,-,중개거래,경남 창원시 의창구,24.09.09,아파트
경상남도 창원시 의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,202406,29,"40,800",2,2011,대봉로 27,829.0,301,개인,개인,-,중개거래,경남 창원시의창구,24.07.11,아파트
경상남도 창원시 의창구 동읍 신방리,52,52,0,대한,59.88,202406,28,"8,100",12,1997,신방로 17,830.0,-,개인,개인,-,중개거래,경남 창원시 의창구,24.07.24,아파트
경상남도 창원시 의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,202406,28,"25,000",18,2000,반계로 104-9,831.0,208,개인,개인,-,중개거래,경남 창원시 의창구,24.09.02,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202406,28,"34,562",7,2019,감계로 342,832.0,214동,개인,법인,-,중개거래,경남 창원시 성산구,24.08.06,아파트
경상남도 창원시 의창구 팔용동,122,122,0,벽산블루밍B,84.905,202406,28,"35,000",19,1999,반계로 104-8,833.0,117,개인,개인,-,중개거래,경남 창원시 의창구,24.10.21,아파트
경상남도 창원시 의창구 동읍 용정리,20-13,20,13,성진까치빌라트5,59.695,202406,28,"9,400",4,1997,용정길46번길 53,834.0,1,개인,개인,-,중개거래,경남 창원시의창구,24.07.25,아파트
경상남도 창원시 의창구 소계동,713-2,713,2,초원맨션,56.085,202406,28,"5,000",2,1983,소계로84번길 8,835.0,-,개인,개인,-,직거래,-,24.06.28,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,70.8981,202406,27,"29,613",4,2019,감계로 342,836.0,206동,개인,법인,-,직거래,-,24.07.16,아파트
경상남도 창원시 의창구 도계동,315-1,315,1,수림맨션,76.45,202406,14,"12,500",4,1990,도계두리길 82,901.0,-,개인,개인,-,중개거래,경남 창원시 의창구,24.08.13,아파트
경상남도 창원시 의창구 서상동,649,649,0,중동대동다숲,84.9715,202406,14,"39,500",8,2005,팔용로 512,902.0,109,개인,개인,-,중개거래,경남 창원시의창구,24.08.05,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,72.928,202406,14,"67,000",6,2019,중동로 78,903.0,405동,개인,개인,-,중개거래,경남 창원시의창구,24.07.19,아파트
경상남도 창원시 의창구 북면 감계리,229-1,229,1,휴먼빌,84.93,202406,14,"26,200",9,2014,감계로 297,904.0,104,개인,개인,-,직거래,-,24.06.14,아파트
경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,78.8923,202406,13,"28,000",17,2017,감계로 233,905.0,403동,개인,개인,-,중개거래,경남 창원시의창구,24.07.23,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,84.3838,202406,13,"73,900",15,2019,중동로 33,906.0,203동,개인,개인,-,중개거래,경남 창원시의창구,24.06.28,아파트
경상남도 창원시 의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄1차,84.9867,202406,13,"27,100",12,2014,감계로 277,907.0,112,개인,개인,-,중개거래,경남 창원시 의창구,24.09.10,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.5002,202406,12,"34,562",5,2019,감계로 342,908.0,-,개인,법인,20240704,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,84.1031,202406,12,"76,700",32,2019,중동로 33,909.0,204동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.09,아파트
경상남도 창원시 의창구 도계동,363-1,363,1,제일파크,59.945,202406,11,"11,000",2,1992,하남천동길 60,910.0,-,개인,개인,-,중개거래,경남 창원시의창구,24.06.12,아파트
경상남도 창원시 의창구 북면 무동리,144-1,144,1,휴먼빌3단지,59.975,202406,11,"16,800",12,2014,무동로226번길 19,911.0,304,개인,개인,-,중개거래,경남 창원시의창구,24.07.17,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202406,11,"34,568",5,2019,감계로 342,912.0,214동,개인,법인,-,직거래,-,24.08.01,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,84.7886,202406,11,"77,800",21,2019,중동로 77,913.0,-,개인,개인,20240705,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,84.7886,202406,11,"77,800",21,2019,중동로 77,914.0,308동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.02,아파트
경상남도 창원시 의창구 봉림동,715,715,0,엘에이치피닉스포레,84.92,202406,11,"43,950",10,2011,대봉로 27,915.0,302,개인,개인,-,중개거래,경남 창원시의창구,24.07.08,아파트
경상남도 창원시 의창구 북면 무동리,104-1,104,1,창원무동STX칸1차,84.99,202406,11,"19,800",7,2015,무동서로 76,916.0,103,개인,개인,-,중개거래,경남 창원시의창구,24.06.24,아파트
경상남도 창원시 의창구 동읍 용잠리,208-11,208,11,춘광파크맨션1,73.93,202406,10,"3,000",5,1990,용잠로35번길 12-7,917.0,1,개인,개인,-,중개거래,경남 창원시의창구,24.06.21,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.6211,202406,10,"52,000",31,2020,창원대로397번길 11,918.0,101,개인,개인,-,직거래,-,24.07.10,아파트
경상남도 창원시 의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄1차,84.9832,202406,10,"28,700",14,2014,감계로 277,919.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.08.12,아파트
경상남도 창원시 의창구 동읍 송정리,23-8,23,8,동부산훼미리타운4차,78.8516,202406,10,"12,000",4,1999,자여로65번길 14,920.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,202406,10,"27,000",4,1999,지귀로95번길 7,921.0,106,개인,개인,-,중개거래,경남 창원시 의창구,24.08.16,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8605,202406,9,"55,000",46,2020,창원대로397번길 11,922.0,102,개인,개인,-,중개거래,경남 창원시 의창구,24.09.02,아파트
경상남도 창원시 의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,202406,9,"42,500",13,2011,대봉로 27,923.0,301,개인,개인,-,중개거래,경남 창원시 의창구,24.10.31,아파트
경상남도 창원시 의창구 동읍 용정리,22-4,22,4,한빛드림빌,82.5965,202406,9,"13,000",7,2013,용정길46번길 34,924.0,1,개인,개인,-,중개거래,경남 창원시 의창구,24.09.23,아파트
경상남도 창원시 의창구 도계동,395-2,395,2,상강한주맨션,67.76,202406,9,"19,200",4,1993,하남천동길16번길 11,925.0,-,개인,개인,-,중개거래,경남 창원시의창구,24.07.22,아파트
경상남도 창원시 의창구 명서동,27,27,0,명곡두산위브,137.86,202406,9,"57,000",1,2010,도계로 135,926.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.10.31,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,84.3838,202406,8,"77,000",30,2019,중동로 33,927.0,204동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.20,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.6211,202406,8,"52,500",13,2020,창원대로397번길 11,928.0,101,개인,개인,-,중개거래,경남 창원시의창구,24.07.19,아파트
경상남도 창원시 의창구 소답동,142-33,142,33,미도상가빌라,62.565,202406,7,"11,000",2,1995,의창대로289번길 11,929.0,-,개인,개인,-,직거래,-,24.06.25,아파트
경상남도 창원시 의창구 팔용동,122,122,0,벽산블루밍B,74.01,202406,7,"32,200",10,1999,반계로 104-8,930.0,120,개인,개인,-,중개거래,경남 창원시의창구,24.07.08,아파트
경상남도 창원시 의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,84.9921,202406,7,"27,000",24,2018,무동서로 24,931.0,107동,개인,개인,-,직거래,-,24.07.02,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202406,7,"34,568",17,2019,감계로 342,932.0,212동,개인,법인,-,중개거래,경남 창원시 의창구,24.08.14,아파트
경상남도 창원시 의창구 명서동,27,27,0,명곡두산위브,103.75,202406,30,"55,400",15,2011,도계로 135,822.0,118,개인,개인,-,중개거래,경남 창원시 의창구,24.09.10,아파트
경상남도 창원시 의창구 동읍 무성리,293,293,0,동보미리내타운,84.93,202406,29,"10,500",4,2001,무성길47번길 24,823.0,-,개인,개인,-,중개거래,경남 창원시 의창구,24.08.30,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.6211,202406,29,"55,000",29,2020,창원대로397번길 11,824.0,101,개인,법인,-,중개거래,경남 창원시의창구,24.08.05,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,99.1742,202406,29,"93,000",39,2019,중동로 33,825.0,201동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.20,아파트
경상남도 창원시 의창구 도계동,329,329,0,한마음코아,49.44,202406,29,"12,100",9,1992,도계로50번길 6-46,826.0,102,개인,개인,-,중개거래,경남 창원시의창구,24.07.11,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202406,7,"34,268",3,2019,감계로 342,933.0,214동,개인,법인,-,직거래,-,24.06.19,아파트
경상남도 창원시 의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,59.2812,202406,7,"25,500",12,2017,감계로 341,934.0,201,개인,개인,-,중개거래,경남 창원시의창구,24.07.10,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,99.1742,202406,6,"91,000",14,2019,중동로 33,935.0,201동,개인,개인,-,중개거래,경남 창원시 의창구,24.12.19,아파트
경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,202406,6,"31,000",10,2017,감계로 233,936.0,414동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.27,아파트
경상남도 창원시 의창구 북면 무동리,104-1,104,1,창원무동STX칸1차,84.99,202406,6,"20,000",14,2015,무동서로 76,937.0,107,개인,개인,-,중개거래,경남 창원시의창구,24.07.25,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8605,202406,6,"50,500",35,2020,창원대로397번길 11,938.0,103,개인,개인,-,중개거래,경남 창원시 의창구,24.08.30,아파트
경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,59.0283,202406,6,"20,600",8,2017,감계로 233,939.0,408동,개인,개인,-,중개거래,경남 창원시의창구,24.07.29,아파트
경상남도 창원시 의창구 북면 감계리,225-2,225,2,창원감계푸르지오,84.8853,202406,5,"32,000",13,2017,감계로 221,940.0,107동,개인,개인,-,중개거래,경남 창원시의창구,24.07.11,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,84.7171,202406,5,"77,200",9,2019,중동로 78,941.0,410동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.26,아파트
경상남도 창원시 의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,202406,5,"24,000",16,1999,남산로 20,942.0,302,개인,개인,-,중개거래,경남 창원시의창구,24.06.10,아파트
경상남도 창원시 의창구 팔용동,124-2,124,2,대동중앙,59.66,202406,5,"21,400",15,1994,반계로 101,943.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.08.27,아파트
경상남도 창원시 의창구 북면 신촌리,995-1,995,1,대호,59.83,202406,5,"8,500",8,1998,천주로 1053,944.0,103,개인,개인,-,직거래,-,24.06.13,아파트
경상남도 창원시 의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,202406,5,"27,500",3,2014,동전로 86,945.0,115,개인,개인,-,중개거래,경남 창원시의창구,24.07.31,아파트
경상남도 창원시 의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄1차,84.8042,202406,5,"27,700",15,2014,감계로 277,946.0,103,개인,개인,-,중개거래,경남 창원시의창구,24.06.24,아파트
경상남도 창원시 의창구 북면 감계리,225-2,225,2,창원감계푸르지오,59.9862,202406,5,"20,000",6,2017,감계로 221,947.0,104동,개인,법인,-,중개거래,경남 창원시의창구,24.07.02,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,100.3072,202406,4,"87,000",36,2019,중동로 77,948.0,305동,개인,개인,-,중개거래,경남 창원시의창구,24.07.04,아파트
경상남도 창원시 의창구 봉림동,715,715,0,엘에이치피닉스포레,84.92,202406,4,"43,000",3,2011,대봉로 27,949.0,302,개인,개인,-,중개거래,경남 창원시 의창구,24.08.20,아파트
경상남도 창원시 의창구 북면 무동리,104-1,104,1,창원무동STX칸1차,84.99,202406,4,"21,000",10,2015,무동서로 76,950.0,110,개인,개인,-,직거래,-,24.06.05,아파트
경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,202406,4,"28,000",6,2017,감계로 233,951.0,411동,개인,개인,-,중개거래,경남 창원시 의창구,24.07.05,아파트
경상남도 창원시 의창구 북면 무동리,122-1,122,1,휴먼빌2단지,84.99,202406,4,"21,700",12,2013,동곡로 35,952.0,205,개인,개인,-,중개거래,경남 창원시의창구,24.07.31,아파트
경상남도 창원시 의창구 소답동,145-3,145,3,성진초원빌라,71.43,202406,4,"8,000",5,1991,의안로56번길 46,953.0,-,개인,개인,-,중개거래,경남 창원시 의창구,24.06.24,아파트
경상남도 창원시 의창구 팔용동,122,122,0,벽산블루밍B,84.905,202406,4,"38,300",13,1999,반계로 104-8,954.0,114,개인,개인,-,중개거래,경남 창원시 의창구,24.08.30,아파트
경상남도 창원시 의창구 중동,785,785,0,창원중동유니시티2단지,84.3838,202406,4,"78,200",21,2019,중동로 33,955.0,203동,개인,개인,-,중개거래,경남 창원시의창구,24.07.19,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,70.5902,202406,3,"30,000",17,2019,감계로 342,956.0,206동,개인,개인,-,중개거래,경남 창원시 의창구,24.10.31,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,84.7171,202406,3,"75,000",33,2019,중동로 77,957.0,306동,개인,개인,-,중개거래,경남 창원시의창구,24.07.15,아파트
경상남도 창원시 의창구 팔용동,124-2,124,2,대동중앙,59.92,202406,3,"19,500",5,1993,반계로 101,958.0,102,개인,개인,-,중개거래,경남 창원시의창구,24.07.15,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8605,202406,1,"48,500",12,2020,창원대로397번길 11,959.0,103,개인,개인,-,중개거래,"경남 창원시 성산구, 경남 창원시 의창구",24.08.26,아파트
경상남도 창원시 의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,202406,1,"28,700",9,2014,동전로 86,960.0,109,개인,개인,-,중개거래,경남 창원시의창구,24.08.02,아파트
경상남도 창원시 의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,202406,1,"29,000",8,2017,감계로 233,961.0,415동,개인,개인,-,중개거래,"경남 창원시마산회원구, 경남 창원시의창구",24.08.05,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,202406,1,"89,500",16,2019,중동로 34,962.0,107동,개인,개인,-,중개거래,경남 창원시 의창구,24.08.29,아파트
경상남도 창원시 의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.8931,202406,1,"30,600",18,2014,동전로 86,963.0,103,개인,개인,-,중개거래,경남 창원시 의창구,24.08.23,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,100.3072,202406,1,"86,000",25,2019,중동로 77,964.0,308동,개인,개인,-,중개거래,"경남 창원시 성산구, 경남 창원시 의창구",24.10.31,아파트
경상남도 창원시 의창구 북면 감계리,231-10,231,10,창원감계힐스테이트2차,84.8572,202406,1,"35,000",12,2017,감계로 341,965.0,206,개인,개인,-,중개거래,경남 창원시의창구,24.07.31,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,84.7171,202407,25,"76,500",4,2019,중동로 77,703.0,310동,개인,개인,-,중개거래,경남 창원시 의창구,24.11.01,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,202407,25,"91,000",14,2019,중동로 34,702.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 팔용동,124-2,124,2,대동중앙,59.9,202407,25,"21,500",4,1993,반계로 101,701.0,103,개인,개인,-,중개거래,경남 창원시 의창구,24.09.06,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,202407,25,"91,000",16,2019,중동로 34,700.0,108동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.30,아파트
경상남도 창원시 의창구 중동,788,788,0,창원중동유니시티4단지,72.928,202407,25,"68,500",12,2019,중동로 78,699.0,-,개인,개인,-,중개거래,"경남 창원시 마산회원구, 경남 창원시 의창구",-,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,59.9622,202407,19,"53,200",2,2019,중동로 77,730.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 북면 감계리,227-1,227,1,창원감계힐스테이트3차,84.7702,202407,20,"28,300",9,2014,감계로 259,729.0,308,개인,개인,-,중개거래,경남 창원시 의창구,24.10.04,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,59.9622,202407,20,"55,500",8,2019,중동로 77,728.0,302동,개인,개인,-,중개거래,경남 창원시 의창구,24.10.02,아파트
경상남도 창원시 의창구 북면 무동리,144-1,144,1,휴먼빌3단지,59.975,202407,20,"17,300",6,2014,무동로226번길 19,727.0,306,개인,개인,-,중개거래,경남 창원시 의창구,24.09.20,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,72.8848,202407,20,"69,700",32,2019,중동로 34,726.0,104동,개인,개인,-,중개거래,경남 창원시 의창구,24.09.02,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,72.8848,202407,20,"69,500",31,2019,중동로 34,725.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 북면 감계리,229-1,229,1,휴먼빌,84.95,202407,20,"26,800",20,2014,감계로 297,724.0,109,개인,개인,-,중개거래,경남 창원시 의창구,24.09.30,아파트
경상남도 창원시 의창구 북면 감계리,229-1,229,1,휴먼빌,84.93,202407,20,"23,000",8,2014,감계로 297,723.0,104,개인,개인,-,중개거래,경남 창원시 의창구,24.08.20,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8605,202407,21,"53,900",38,2020,창원대로397번길 11,722.0,104,개인,개인,-,중개거래,경남 창원시 의창구,24.08.22,아파트
경상남도 창원시 의창구 중동,790,790,0,창원중동유니시티1단지,59.9816,202407,21,"55,500",6,2019,중동로 34,721.0,-,개인,개인,-,중개거래,경남 창원시의창구,-,아파트
경상남도 창원시 의창구 중동,786,786,0,창원중동유니시티3단지,84.7886,202407,21,"73,000",2,2019,중동로 77,720.0,-,개인,개인,20240805,중개거래,"경남 창원시성산구, 경남 창원시의창구",-,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8615,202407,27,"43,000",5,2020,창원대로397번길 11,687.0,101,개인,법인,-,중개거래,경남 창원시 의창구,24.08.14,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8615,202407,27,"47,000",3,2020,창원대로397번길 11,686.0,101,개인,개인,-,중개거래,경남 창원시 의창구,24.10.24,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8605,202407,27,"53,700",27,2020,창원대로397번길 11,685.0,-,개인,개인,20240923,중개거래,경남 창원시 의창구,-,아파트
경상남도 창원시 의창구 팔용동,35-1,35,1,힐스테이트아티움시티,84.8615,202407,27,"43,000",5,2020,창원대로397번길 11,684.0,-,개인,법인,20240813,중개거래,경남 창원시 의창구,-,아파트
경상남도 창원시 의창구 동정동,536-2,536,2,남아그린타워,59.965,202407,29,"12,900",1,1997,동정길 7,683.0,-,개인,개인,-,중개거래,경남 창원시 의창구,24.09.26,아파트
경상남도 창원시 의창구 북면 감계리,232-1,232,1,감계아내에코프리미엄2차,84.8776,202407,22,"34,568",5,2019,감계로 342,714.0,209동,개인,법인,-,직거래,-,24.09.05,아파트
